draw,ev,natl,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
584,446,0.575963,0.473431,0.458948,0.446726,0.558133,0.670465,0.593376,0.697616,0.927899,0.633117,0.561319,0.518798,0.704262,0.542298,0.426353,0.651915,0.51244,0.509588,0.449993,0.49697,0.729424,0.700059,0.571816,0.57895,0.59852,0.487583,0.45623,0.522889,0.53654,0.40841,0.532532,0.58017,0.633031,0.60292,0.549844,0.700469,0.517549,0.451668,0.635506,0.575066,0.688609,0.511701,0.458494,0.486179,0.51723,0.49764,0.581056,0.70154,0.664245,0.594959,0.371074,0.375812
585,305,0.530814,0.427484,0.389476,0.394393,0.527524,0.647257,0.556831,0.619114,0.918986,0.695039,0.461399,0.488491,0.660913,0.468567,0.361577,0.558477,0.380779,0.423135,0.41003,0.391583,0.670244,0.636985,0.576979,0.506958,0.54347,0.441661,0.413942,0.404496,0.515201,0.364586,0.388499,0.551348,0.63212,0.537548,0.535626,0.62802500000000006,0.496132,0.37011,0.55848,0.509683,0.633232,0.448288,0.411306,0.349011,0.443293,0.35147,0.541752,0.703872,0.59576,0.514521,0.338416,0.292062
586,356,0.52615,0.450495,0.430253,0.441475,0.516642,0.655629,0.555034,0.60662,0.924176,0.666097,0.54548,0.54113,0.679971,0.512108,0.398669,0.597798,0.452602,0.467942,0.461987,0.45289,0.708647,0.63887,0.603175,0.541577,0.570634,0.446514,0.465293,0.491171,0.549321,0.402126,0.470046,0.554332,0.608976,0.567166,0.594024,0.680693,0.497448,0.409927,0.588472,0.554406,0.698617,0.470393,0.404362,0.4314,0.447534,0.407057,0.537461,0.692186,0.641189,0.520631,0.360114,0.324811
587,317,0.558831,0.446757,0.424625,0.402872,0.524033,0.649217,0.56532,0.65017,0.908402,0.611212,0.449068,0.469088,0.678507,0.473807,0.37944,0.589521,0.450167,0.484366,0.420583,0.430661,0.66666,0.653956,0.523935,0.540229,0.537249,0.463747,0.367439,0.405587,0.50813,0.363579,0.443107,0.531416,0.618218,0.517825,0.459537,0.623456,0.48065,0.386385,0.580822,0.479582,0.598462,0.47783,0.454129,0.422043,0.501935,0.414733,0.544172,0.658214,0.583002,0.562414,0.361799,0.3108
588,403,0.555825,0.480016,0.454714,0.433534,0.518361,0.662256,0.555957,0.641201,0.924194,0.624162,0.556435,0.517342,0.684327,0.521157,0.400211,0.605963,0.461067,0.397785,0.428423,0.475295,0.697572,0.688297,0.561085,0.556388,0.569731,0.461382,0.470972,0.444942,0.550591,0.381062,0.436352,0.564197,0.621295,0.555242,0.522952,0.662203,0.470291,0.413439,0.630306,0.592087,0.675124,0.503989,0.417444,0.409612,0.547002,0.442477,0.595499,0.698159,0.611091,0.536539,0.351115,0.317625
589,383,0.548598,0.459854,0.45977,0.422588,0.480177,0.659357,0.57268,0.655475,0.930674,0.66968,0.537347,0.531975,0.726688,0.552377,0.386975,0.614839,0.456291,0.421062,0.457646,0.465755,0.707614,0.69036,0.594118,0.588406,0.573227,0.460845,0.487248,0.454213,0.539645,0.383834,0.474905,0.598916,0.627621,0.57401,0.525404,0.671801,0.442458,0.456368,0.63248,0.556612,0.685074,0.496047,0.436571,0.4026,0.512023,0.444708,0.59383300000000006,0.715527,0.615823,0.580729,0.346721,0.314583
590,368,0.544605,0.45723,0.37326,0.379292,0.536893,0.639169,0.573391,0.605929,0.934818,0.623945,0.508591,0.514366,0.649368,0.454556,0.369678,0.586156,0.445462,0.437702,0.414461,0.435951,0.662688,0.620556,0.560541,0.500415,0.535583,0.462461,0.386375,0.410451,0.507098,0.374093,0.438931,0.511832,0.62727,0.537468,0.560733,0.65128,0.543708,0.345314,0.576684,0.545174,0.65063,0.449534,0.425933,0.390684,0.473728,0.401142,0.536294,0.647945,0.608159,0.540123,0.362663,0.314286
591,307,0.539489,0.442665,0.394756,0.429973,0.525997,0.627319,0.56699600000000006,0.651191,0.920774,0.608226,0.4737,0.476917,0.645658,0.478663,0.36903,0.594142,0.445874,0.48648,0.400779,0.481677,0.703905,0.651514,0.577875,0.497549,0.599187,0.466618,0.388714,0.452808,0.508399,0.3593,0.421761,0.533989,0.622699,0.53028,0.541489,0.642747,0.512818,0.416048,0.570027,0.554542,0.648882,0.490215,0.420985,0.415204,0.475349,0.456575,0.533532,0.64336,0.571958,0.515416,0.364886,0.298313
592,415,0.562788,0.507324,0.46145,0.48894,0.594139,0.709085,0.620254,0.66769,0.931713,0.677152,0.581547,0.543437,0.726566,0.560436,0.433606,0.642563,0.466516,0.427684,0.472258,0.495434,0.710578,0.671194,0.598112,0.574426,0.590196,0.497187,0.459135,0.480988,0.533678,0.418582,0.431047,0.581137,0.665887,0.555853,0.535462,0.646728,0.502812,0.428433,0.619807,0.56751,0.660244,0.469904,0.441593,0.435304,0.570349,0.459745,0.627647,0.633666,0.635882,0.58228,0.40744,0.328124
593,268,0.529337,0.426932,0.401081,0.396258,0.441475,0.600911,0.528038,0.595554,0.911426,0.634254,0.466553,0.478416,0.633174,0.426401,0.353906,0.544274,0.421107,0.473499,0.38359,0.40230900000000003,0.691271,0.643194,0.538878,0.48901,0.516716,0.409295,0.421563,0.41425,0.514206,0.336496,0.461561,0.544767,0.595604,0.526114,0.516038,0.644328,0.444447,0.36181,0.554007,0.504933,0.633141,0.484214,0.416098,0.43521,0.434561,0.389416,0.518099,0.693099,0.572018,0.487069,0.33597900000000003,0.293428
594,439,0.580226,0.515298,0.451112,0.477765,0.592502,0.708519,0.617932,0.672758,0.931483,0.67366,0.567603,0.605186,0.748813,0.573732,0.431406,0.647337,0.513379,0.471677,0.483898,0.478942,0.732493,0.706161,0.580954,0.628045,0.581441,0.511524,0.465144,0.510009,0.552609,0.474968,0.47857,0.61662,0.675496,0.589559,0.58994,0.659798,0.566296,0.453419,0.68341,0.579567,0.686462,0.488124,0.467201,0.432467,0.534674,0.469226,0.621349,0.701905,0.642943,0.612383,0.407729,0.3534
595,278,0.539043,0.42234,0.366176,0.384378,0.496472,0.614154,0.562717,0.629649,0.917568,0.630822,0.475168,0.448362,0.626168,0.480713,0.357185,0.554906,0.435256,0.466901,0.399413,0.431116,0.664135,0.615687,0.561313,0.496031,0.522626,0.438037,0.436236,0.423362,0.528359,0.350068,0.430366,0.560349,0.597095,0.511746,0.514988,0.637767,0.448873,0.369939,0.544806,0.512638,0.648652,0.473585,0.431705,0.41076,0.458143,0.382114,0.509948,0.662375,0.584214,0.521927,0.324999,0.285447
596,428,0.55299,0.472897,0.491398,0.492176,0.60185,0.692059,0.61412,0.681936,0.93231,0.663377,0.583468,0.542455,0.721959,0.571245,0.419909,0.644105,0.486017,0.456407,0.465496,0.502248,0.720869,0.722361,0.650579,0.557371,0.632917,0.48853,0.492804,0.521525,0.573457,0.451405,0.521921,0.591761,0.659745,0.594394,0.586529,0.679141,0.527348,0.460902,0.688924,0.598357,0.683179,0.495958,0.459504,0.440833,0.551652,0.468936,0.630663,0.733569,0.633238,0.584854,0.407569,0.374032
597,397,0.533934,0.482161,0.44556,0.447905,0.574277,0.675579,0.641706,0.626958,0.931016,0.627296,0.566721,0.521088,0.702519,0.556404,0.399004,0.63535,0.482146,0.468376,0.446639,0.475505,0.700133,0.681634,0.638177,0.546706,0.612641,0.479265,0.460612,0.520366,0.56747,0.421669,0.486854,0.570542,0.650911,0.602902,0.596374,0.655121,0.492478,0.440642,0.669786,0.563042,0.666375,0.472673,0.498998,0.435851,0.51418,0.442193,0.571166,0.728574,0.607915,0.567647,0.356921,0.358439
598,192,0.51859,0.400054,0.389526,0.398365,0.428932,0.613998,0.479856,0.557342,0.903263,0.61955,0.451059,0.471418,0.628876,0.443393,0.338806,0.51325,0.394273,0.403175,0.394787,0.381554,0.650494,0.609511,0.472637,0.468525,0.426845,0.377552,0.406484,0.36165,0.459062,0.322813,0.373274,0.506867,0.551972,0.465173,0.476469,0.607839,0.400644,0.301679,0.499068,0.463163,0.600421,0.449041,0.321235,0.395619,0.454323,0.390479,0.513324,0.600696,0.587981,0.435017,0.342888,0.263053
599,259,0.53066,0.42977,0.432455,0.408519,0.498234,0.65780400000000006,0.529998,0.575042,0.894838,0.601697,0.459582,0.518268,0.653508,0.473121,0.381288,0.525375,0.422884,0.451198,0.419801,0.43115,0.673828,0.664762,0.528317,0.494403,0.467997,0.408974,0.442106,0.434676,0.468542,0.372311,0.387246,0.52483900000000006,0.573766,0.501848,0.509695,0.63606,0.445914,0.343382,0.546675,0.533209,0.660526,0.477803,0.375838,0.38293,0.46467,0.409166,0.504289,0.648226,0.634748,0.481397,0.337855,0.303383
600,389,0.560453,0.485344,0.40857,0.457228,0.558819,0.637423,0.600845,0.662917,0.932404,0.675371,0.546066,0.514666,0.725859,0.524741,0.403137,0.640653,0.453579,0.463016,0.447542,0.463154,0.706935,0.668935,0.589184,0.55284,0.615663,0.502551,0.44361,0.459366,0.583624,0.410417,0.507657,0.584268,0.683228,0.593769,0.564127,0.666249,0.525022,0.452723,0.649161,0.538029,0.651613,0.47682,0.474698,0.45538,0.497957,0.435451,0.620863,0.70599,0.582315,0.569694,0.362848,0.354662
601,264,0.524999,0.421272,0.401548,0.400138,0.492577,0.648186,0.54049,0.593165,0.902227,0.617415,0.480478,0.515339,0.632709,0.447211,0.35864,0.519643,0.410655,0.411439,0.386103,0.402205,0.675941,0.655939,0.54345,0.531428,0.482089,0.394239,0.41347,0.409618,0.467266,0.351023,0.387323,0.542323,0.582226,0.487665,0.491102,0.633716,0.45442,0.338416,0.573356,0.520437,0.659881,0.470076,0.375602,0.398357,0.443047,0.386407,0.505758,0.644842,0.621461,0.480414,0.330011,0.331142
602,305,0.537058,0.440042,0.398095,0.419184,0.510751,0.648902,0.562618,0.589365,0.906483,0.598716,0.493684,0.519054,0.638764,0.475058,0.384084,0.536864,0.431593,0.425229,0.374841,0.433689,0.671438,0.650805,0.547563,0.52649,0.514302,0.4441,0.402572,0.41773,0.506474,0.34745,0.405874,0.527397,0.58188,0.523411,0.494094,0.622134,0.462752,0.341599,0.583403,0.507169,0.636313,0.478277,0.370745,0.402109,0.441213,0.408993,0.537707,0.651216,0.622678,0.497086,0.363142,0.339194
603,311,0.546379,0.435455,0.426495,0.414748,0.527838,0.634314,0.583197,0.656688,0.935178,0.66881,0.491818,0.489574,0.702915,0.532565,0.358615,0.58041,0.439916,0.474604,0.460026,0.488586,0.729404,0.66636,0.580629,0.553854,0.572006,0.452838,0.463656,0.447944,0.510661,0.330215,0.454501,0.55764,0.644413,0.56821,0.577255,0.694165,0.495075,0.429354,0.639213,0.561194,0.668005,0.439687,0.452429,0.43892,0.488354,0.442931,0.556912,0.680556,0.625829,0.54359,0.368926,0.295994
604,329,0.543766,0.46054,0.400074,0.422501,0.539489,0.630869,0.557063,0.650488,0.924153,0.660072,0.482359,0.475717,0.709475,0.551462,0.408274,0.577852,0.465004,0.471247,0.45692,0.488482,0.723437,0.668391,0.57811,0.54027,0.549388,0.470572,0.463611,0.47794,0.508587,0.341489,0.441553,0.547603,0.638709,0.562498,0.548544,0.675039,0.502456,0.449061,0.616078,0.541636,0.663495,0.456458,0.448534,0.449114,0.456541,0.451684,0.518125,0.687729,0.635411,0.552198,0.387443,0.306757
605,388,0.555313,0.45853,0.422547,0.443329,0.520444,0.676483,0.575269,0.624535,0.916836,0.633993,0.553265,0.541971,0.666441,0.45432,0.36668,0.602022,0.431021,0.450929,0.363138,0.443353,0.658959,0.678966,0.565798,0.523642,0.535404,0.448194,0.400052,0.43205,0.534665,0.427819,0.450667,0.564382,0.608217,0.543816,0.542333,0.631558,0.474263,0.35888,0.597529,0.532218,0.674387,0.49737,0.419508,0.393018,0.503976,0.386498,0.611167,0.657383,0.576575,0.529707,0.328554,0.317223
606,302,0.528826,0.423281,0.415774,0.381824,0.468052,0.593612,0.544429,0.596834,0.920769,0.672581,0.458036,0.470468,0.648403,0.534063,0.375853,0.586462,0.459898,0.415937,0.486281,0.481786,0.69051,0.61431500000000006,0.563265,0.472002,0.537526,0.439923,0.401964,0.435965,0.503431,0.366388,0.436116,0.565384,0.618752,0.550968,0.513464,0.645053,0.520987,0.433275,0.57673,0.508406,0.649762,0.434304,0.435124,0.465415,0.434684,0.411679,0.517653,0.665426,0.568796,0.544264,0.327136,0.272624
607,334,0.519352,0.441198,0.387664,0.413592,0.505068,0.643401,0.571204,0.631327,0.913713,0.623247,0.501519,0.48073,0.653194,0.443683,0.353866,0.551399,0.393605,0.445363,0.32654,0.42988,0.669525,0.659287,0.553355,0.517496,0.500864,0.436533,0.395028,0.419218,0.504127,0.36372,0.407265,0.56506,0.628657,0.538747,0.518041,0.595895,0.398673,0.324317,0.565313,0.534371,0.65056,0.449175,0.388927,0.378185,0.468643,0.405817,0.552246,0.645011,0.60675,0.500691,0.336211,0.295399
608,458,0.584372,0.524796,0.468299,0.411065,0.554635,0.679796,0.594231,0.676092,0.933785,0.714937,0.54391,0.556872,0.708504,0.564122,0.446107,0.652999,0.531367,0.484829,0.548857,0.492767,0.739573,0.702144,0.62622,0.626207,0.610788,0.512986,0.482957,0.473948,0.559079,0.437846,0.527907,0.600123,0.636456,0.583989,0.592899,0.729664,0.614008,0.488961,0.671248,0.57946,0.695565,0.510677,0.486628,0.47272,0.525435,0.436871,0.56852,0.734945,0.615026,0.594443,0.391544,0.330994
609,350,0.58325,0.472138,0.417181,0.444746,0.537099,0.651067,0.601677,0.64369,0.916863,0.623989,0.525602,0.529969,0.68537,0.472322,0.383214,0.612654,0.444754,0.489102,0.362345,0.426581,0.694322,0.667701,0.546289,0.51726,0.557605,0.468572,0.425411,0.455733,0.521376,0.407541,0.436041,0.549711,0.667245,0.556283,0.53822,0.61513,0.436745,0.384777,0.566907,0.551164,0.66544,0.48648,0.436001,0.431267,0.493347,0.462858,0.584555,0.682477,0.634238,0.516937,0.350542,0.334651
610,465,0.567371,0.499683,0.442683,0.437429,0.554367,0.700728,0.63365,0.646504,0.928928,0.722194,0.551429,0.594419,0.729372,0.573631,0.45279,0.658219,0.52937,0.503137,0.516046,0.504022,0.754176,0.682162,0.625922,0.559232,0.634444,0.494777,0.520688,0.448499,0.602671,0.404525,0.534678,0.620489,0.680495,0.614942,0.596488,0.723309,0.528493,0.465036,0.639536,0.582527,0.71237,0.502337,0.482701,0.476019,0.504271,0.44526,0.58925399999999994,0.716647,0.672305,0.594132,0.407038,0.408013
611,250,0.531897,0.423076,0.385347,0.385876,0.500377,0.611159,0.540375,0.631082,0.914784,0.584218,0.465154,0.428712,0.625037,0.424101,0.327968,0.542631,0.381762,0.405005,0.356635,0.425087,0.650764,0.65725,0.520581,0.522948,0.45385,0.403648,0.381994,0.442897,0.437295,0.3383,0.374952,0.50853,0.578636,0.506083,0.503905,0.594731,0.450718,0.348266,0.549515,0.493039,0.627436,0.436155,0.371029,0.357905,0.497532,0.408564,0.532257,0.648704,0.559018,0.468487,0.321304,0.287804
612,384,0.55029,0.493378,0.450801,0.445468,0.535238,0.691919,0.586676,0.649051,0.925626,0.69458,0.548751,0.581138,0.684858,0.542399,0.42923,0.620543,0.498208,0.493823,0.488119,0.450856,0.717071,0.659385,0.597511,0.531639,0.612842,0.502796,0.493733,0.456224,0.582004,0.373275,0.498815,0.580582,0.66336,0.57721,0.531114,0.731196,0.521576,0.443474,0.620051,0.540002,0.719592,0.481722,0.464597,0.485585,0.489625,0.438987,0.590109,0.676197,0.653032,0.59215,0.415759,0.354808
613,274,0.519052,0.430832,0.426736,0.418149,0.474203,0.650719,0.536443,0.614265,0.902994,0.632069,0.491848,0.504736,0.634304,0.485945,0.384331,0.569903,0.391335,0.422106,0.391382,0.390858,0.626364,0.646497,0.515833,0.501192,0.537418,0.440241,0.418579,0.419475,0.481569,0.34131,0.406952,0.509261,0.614157,0.50525,0.515288,0.644204,0.433971,0.34848,0.572218,0.493398,0.60389,0.500445,0.381504,0.402435,0.429746,0.395181,0.51081,0.63936,0.534554,0.4972,0.349477,0.288
614,334,0.529315,0.451612,0.388432,0.374956,0.538323,0.623455,0.597,0.628021,0.915442,0.622082,0.509695,0.486921,0.699088,0.475117,0.340796,0.583174,0.471102,0.455411,0.407694,0.433399,0.710152,0.647678,0.55469,0.546012,0.506417,0.466795,0.416445,0.452375,0.515899,0.401347,0.473981,0.582457,0.592525,0.54698,0.524547,0.632199,0.483863,0.386839,0.586487,0.51828,0.666485,0.469934,0.453047,0.38747,0.491994,0.407126,0.566506,0.671963,0.612186,0.53422,0.325826,0.353556
615,388,0.538638,0.448691,0.447716,0.473586,0.553514,0.680485,0.590077,0.608804,0.92297,0.671558,0.517191,0.510017,0.691714,0.482967,0.39292,0.626306,0.462114,0.458446,0.444998,0.461376,0.672545,0.65211,0.555868,0.516747,0.539854,0.496992,0.472033,0.442841,0.54705,0.417921,0.457824,0.559745,0.657213,0.553593,0.56376,0.656646,0.49559,0.417641,0.610579,0.541458,0.653348,0.448991,0.441891,0.439214,0.506241,0.437637,0.552481,0.732512,0.657748,0.512395,0.323026,0.316999
616,320,0.540591,0.42836,0.399232,0.41513,0.52739,0.679739,0.603144,0.637223,0.921324,0.657295,0.489023,0.48755,0.667825,0.526865,0.380496,0.575279,0.457445,0.43712,0.444163,0.463106,0.672681,0.672868,0.548863,0.522281,0.542389,0.44524,0.426182,0.414269,0.504695,0.370061,0.440442,0.566666,0.625285,0.521045,0.500303,0.597075,0.472448,0.403356,0.562966,0.51217,0.657709,0.504005,0.407437,0.409721,0.440432,0.400786,0.578995,0.663988,0.616861,0.547539,0.354532,0.348575
617,356,0.541452,0.408449,0.415582,0.400133,0.520555,0.657731,0.582635,0.631445,0.916756,0.644285,0.504294,0.516453,0.643955,0.507026,0.354324,0.591177,0.449923,0.455007,0.394829,0.445484,0.674121,0.659914,0.580758,0.516882,0.538424,0.45703,0.436589,0.41418,0.537317,0.373146,0.434363,0.566309,0.635195,0.539836,0.501564,0.605271,0.489317,0.360149,0.590516,0.527833,0.62688,0.468392,0.436637,0.385191,0.481444,0.401342,0.547726,0.651079,0.602178,0.536727,0.313731,0.335095
618,345,0.517561,0.432371,0.401628,0.397982,0.507216,0.646219,0.597005,0.606207,0.920982,0.641279,0.534648,0.52956,0.667893,0.477991,0.399611,0.57723,0.456926,0.430361,0.414327,0.441958,0.675524,0.636628,0.548767,0.509025,0.505163,0.431745,0.440979,0.418575,0.550287,0.353913,0.400598,0.51951,0.630116,0.494376,0.501659,0.625502,0.481189,0.341556,0.571188,0.530812,0.620628,0.462489,0.42144,0.378454,0.452764,0.416284,0.543603,0.669125,0.592661,0.55334,0.314855,0.319007
