"SQINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","1948:Q1","1948:Q2","1948:Q3","1948:Q4","1949:Q1","1949:Q2","1949:Q3","1949:Q4","1950:Q1","1950:Q2","1950:Q3","1950:Q4","1951:Q1","1951:Q2","1951:Q3","1951:Q4","1952:Q1","1952:Q2","1952:Q3","1952:Q4","1953:Q1","1953:Q2","1953:Q3","1953:Q4","1954:Q1","1954:Q2","1954:Q3","1954:Q4","1955:Q1","1955:Q2","1955:Q3","1955:Q4","1956:Q1","1956:Q2","1956:Q3","1956:Q4","1957:Q1","1957:Q2","1957:Q3","1957:Q4","1958:Q1","1958:Q2","1958:Q3","1958:Q4","1959:Q1","1959:Q2","1959:Q3","1959:Q4","1960:Q1","1960:Q2","1960:Q3","1960:Q4","1961:Q1","1961:Q2","1961:Q3","1961:Q4","1962:Q1","1962:Q2","1962:Q3","1962:Q4","1963:Q1","1963:Q2","1963:Q3","1963:Q4","1964:Q1","1964:Q2","1964:Q3","1964:Q4","1965:Q1","1965:Q2","1965:Q3","1965:Q4","1966:Q1","1966:Q2","1966:Q3","1966:Q4","1967:Q1","1967:Q2","1967:Q3","1967:Q4","1968:Q1","1968:Q2","1968:Q3","1968:Q4","1969:Q1","1969:Q2","1969:Q3","1969:Q4","1970:Q1","1970:Q2","1970:Q3","1970:Q4","1971:Q1","1971:Q2","1971:Q3","1971:Q4","1972:Q1","1972:Q2","1972:Q3","1972:Q4","1973:Q1","1973:Q2","1973:Q3","1973:Q4","1974:Q1","1974:Q2","1974:Q3","1974:Q4","1975:Q1","1975:Q2","1975:Q3","1975:Q4","1976:Q1","1976:Q2","1976:Q3","1976:Q4","1977:Q1","1977:Q2","1977:Q3","1977:Q4","1978:Q1","1978:Q2","1978:Q3","1978:Q4","1979:Q1","1979:Q2","1979:Q3","1979:Q4","1980:Q1","1980:Q2","1980:Q3","1980:Q4","1981:Q1","1981:Q2","1981:Q3","1981:Q4","1982:Q1","1982:Q2","1982:Q3","1982:Q4","1983:Q1","1983:Q2","1983:Q3","1983:Q4","1984:Q1","1984:Q2","1984:Q3","1984:Q4","1985:Q1","1985:Q2","1985:Q3","1985:Q4","1986:Q1","1986:Q2","1986:Q3","1986:Q4","1987:Q1","1987:Q2","1987:Q3","1987:Q4","1988:Q1","1988:Q2","1988:Q3","1988:Q4","1989:Q1","1989:Q2","1989:Q3","1989:Q4","1990:Q1","1990:Q2","1990:Q3","1990:Q4","1991:Q1","1991:Q2","1991:Q3","1991:Q4","1992:Q1","1992:Q2","1992:Q3","1992:Q4","1993:Q1","1993:Q2","1993:Q3","1993:Q4","1994:Q1","1994:Q2","1994:Q3","1994:Q4","1995:Q1","1995:Q2","1995:Q3","1995:Q4","1996:Q1","1996:Q2","1996:Q3","1996:Q4","1997:Q1","1997:Q2","1997:Q3","1997:Q4","1998:Q1","1998:Q2","1998:Q3","1998:Q4","1999:Q1","1999:Q2","1999:Q3","1999:Q4","2000:Q1","2000:Q2","2000:Q3","2000:Q4","2001:Q1","2001:Q2","2001:Q3","2001:Q4","2002:Q1","2002:Q2","2002:Q3","2002:Q4","2003:Q1","2003:Q2","2003:Q3","2003:Q4","2004:Q1","2004:Q2","2004:Q3","2004:Q4","2005:Q1","2005:Q2","2005:Q3","2005:Q4","2006:Q1","2006:Q2","2006:Q3","2006:Q4","2007:Q1","2007:Q2","2007:Q3","2007:Q4","2008:Q1","2008:Q2","2008:Q3","2008:Q4","2009:Q1","2009:Q2","2009:Q3","2009:Q4","2010:Q1","2010:Q2","2010:Q3","2010:Q4","2011:Q1","2011:Q2","2011:Q3","2011:Q4","2012:Q1","2012:Q2","2012:Q3","2012:Q4","2013:Q1","2013:Q2","2013:Q3","2013:Q4","2014:Q1","2014:Q2","2014:Q3","2014:Q4","2015:Q1","2015:Q2","2015:Q3","2015:Q4","2016:Q1","2016:Q2","2016:Q3","2016:Q4","2017:Q1","2017:Q2","2017:Q3","2017:Q4","2018:Q1","2018:Q2","2018:Q3","2018:Q4","2019:Q1","2019:Q2","2019:Q3"
"00000","United States","1","Personal income (millions of dollars, seasonally adjusted)",204641.7,210069.4,215368.6,215900.3,209582.6,208642.9,208379.3,209431.3,224872.3,227018.6,235435.8,244015.9,252653.3,261187.0,265444.8,270037.8,272139.6,276136.4,283295.4,289771.8,294332.3,298155.1,297971.2,298113.0,298221.1,297872.8,299774.8,305339.5,311887.7,319078.0,325809.0,331762.6,337261.4,342935.1,348284.2,355853.6,360194.6,364875.4,369406.4,369608.5,368223.2,371359.0,378785.2,386237.8,390387.3,399652.0,402693.6,408582.2,412644.9,417480.9,419614.2,421060.1,425761.4,432032.0,438976.2,447418.4,454370.0,461904.0,466872.8,472853.2,478256.9,483117.5,490428.4,499317.2,508917.9,518360.6,527342.7,535910.8,547189.5,556840.5,570750.8,582995.2,595960.4,605817.3,617781.0,631293.3,641919.4,649043.1,662980.7,673368.8,693187.3,712776.9,730312.3,747231.5,764887.7,783275.2,801070.6,815682.5,830679.0,850468.3,865498.8,875453.9,894260.0,918564.3,933380.8,952246.9,977447.2,996338.5,1023328.8,1068517.5,1087598.0,1118065.9,1145687.5,1182520.7,1199880.3,1226440.5,1263015.8,1290311.4,1310914.8,1343040.0,1380380.3,1415684.9,1448827.8,1474514.3,1512372.3,1547101.6,1581170.6,1625727.5,1670806.8,1728823.2,1770224.2,1830326.3,1884919.2,1937926.3,1996560.0,2036213.0,2101210.8,2159044.3,2222181.9,2258681.8,2338128.5,2433647.9,2497228.1,2547719.1,2646640.9,2680071.9,2715259.6,2759786.3,2800775.1,2843355.1,2880994.1,2929827.2,2987439.9,3076442.9,3166956.4,3250328.3,3323718.0,3376949.3,3442344.7,3481190.3,3528101.6,3590247.5,3654940.9,3695495.5,3743603.1,3784548.4,3842038.3,3903140.4,3973076.0,4068117.3,4146052.1,4219797.8,4310763.2,4394638.9,4522614.8,4576966.8,4631844.6,4707241.8,4803443.9,4882851.5,4942784.0,4962204.7,4974175.0,5035724.6,5088978.5,5170285.9,5284355.6,5382969.5,5446493.9,5525861.0,5551213.2,5626720.1,5668077.9,5748916.8,5800450.9,5905601.9,5971599.5,6082859.7,6175685.8,6245217.7,6324203.9,6399464.6,6516379.8,6645191.3,6719951.2,6811221.6,6933298.5,7016296.4,7129969.0,7268176.1,7428956.3,7555774.7,7663251.0,7758393.9,7849481.7,7919943.4,8029052.8,8207774.1,8457239.7,8590487.9,8738325.2,8815247.2,8979768.9,9009243.9,8997124.9,9021218.3,9054130.3,9145507.2,9171169.1,9251845.5,9310627.7,9411677.8,9535064.7,9666233.9,9770721.0,9947476.5,10088118.6,10308807.9,10333975.8,10501549.5,10657963.3,10882295.4,11182385.3,11315347.3,11419201.8,11573421.6,11830734.9,11972482.7,12043051.1,12162547.3,12314008.5,12639164.3,12461684.3,12339250.9,11984222.0,12074284.0,12028785.5,12117936.5,12264621.9,12484065.5,12628031.1,12791261.5,13150022.1,13256612.9,13390030.5,13465246.5,13781307.7,13937514.9,13899403.0,14375306.4,13991223.6,14131114.9,14228839.5,14350834.1,14628793.9,14882516.6,15110691.5,15308858.0,15466874.4,15675676.6,15824699.4,15869717.6,15928162.3,16020935.3,16166933.6,16330512.8,16599641.3,16742829.8,16918886.7,17219066.2,17535505.2,17720035.9,17918889.1,18077709.8,18349781.9,18549333.6,18723383.0
"00000","United States","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",308468490,309037543,309658448,310273873,310782673,311293354,311907107,312524994,313062520,313586831,314211253,314829232,315293605,315775976,316386958,317032700,317564047,318094888,318743866,319405109,319917253,320446239,321080422,321716118,322237647,322772992,323379953,323961756,324428802,324882608,325440089,325982976,326432971,326901436,327461014,328000894,328441065,328898168,329452098
"00000","United States","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",39760,40397,40781,41226,42313,42586,42930,43085,44021,44445,44236,45661,44375,44750,44973,45266,46066,46786,47407,47929,48346,48918,49286,49328,49430,49635,49994,50409,51166,51535,51988,52822,53719,54206,54721,55115,55869,56398,56832
"01000","Alabama","1","Personal income (millions of dollars, seasonally adjusted)",2496.0,2595.6,2669.2,2707.1,2561.9,2516.7,2473.5,2501.7,2760.8,2756.4,2830.0,2898.1,3160.5,3252.5,3332.8,3363.0,3381.6,3442.4,3532.4,3591.5,3600.6,3664.6,3667.1,3638.8,3533.4,3490.7,3500.7,3541.2,3798.9,3918.6,4056.2,4147.5,4255.3,4228.0,4259.5,4336.8,4452.3,4531.4,4586.9,4583.4,4563.8,4723.6,4757.7,4886.2,4907.8,4997.6,4979.9,5022.7,5113.2,5207.8,5208.9,5223.1,5267.8,5302.0,5370.1,5500.5,5549.9,5604.1,5638.4,5744.0,5805.6,5889.1,6052.1,6189.4,6305.8,6440.5,6554.3,6689.7,6893.7,6977.0,7117.3,7221.7,7399.0,7499.9,7608.7,7747.8,7804.7,7896.6,8052.4,8213.4,8423.1,8655.5,8857.4,9013.8,9374.1,9646.5,9881.3,10048.9,10291.4,10528.0,10756.4,10937.5,11245.1,11612.9,11868.6,12070.7,12527.4,12742.7,13049.8,13676.4,13923.3,14406.8,14836.4,15389.0,15545.9,15997.9,16524.5,16895.9,17265.8,17733.1,18414.7,18986.8,19713.2,20018.6,20479.8,21084.6,21336.6,22044.0,22674.2,23524.7,23990.2,25051.3,25902.3,26415.9,27293.1,27602.7,28448.8,29261.0,30054.2,30292.2,31284.3,32517.8,33511.7,33808.9,35154.3,35387.1,35697.0,36161.2,36660.0,37066.3,37632.6,38446.6,39376.0,40426.8,41443.9,42427.5,43433.5,44175.9,45149.7,45797.6,46361.8,47085.8,48127.4,48439.2,49100.4,49494.2,50215.1,50858.1,52029.5,53505.1,53741.8,54923.6,56318.1,57251.9,59186.6,60066.2,60636.1,61693.9,62858.6,64029.4,64720.4,65350.6,66496.3,67346.0,68197.0,69680.5,71230.4,72724.0,73811.8,74393.0,75592.1,76005.3,76269.3,77725.4,78648.9,80248.0,81524.9,82972.0,84243.7,85028.5,85945.7,86676.4,87452.5,89128.4,89967.4,90851.7,92586.7,93152.6,94379.3,95806.9,98402.8,99395.0,100422.6,101592.7,102248.2,102569.9,103832.0,105162.2,106495.3,108199.4,108590.5,110135.1,111152.5,112370.8,112338.3,112758.1,113357.3,114937.8,115665.8,116806.3,118377.4,119079.3,120702.4,122685.2,125134.6,127744.8,129787.1,132293.0,133147.8,135407.9,136796.6,139957.0,142775.3,144756.7,145895.9,147275.5,150248.4,152018.0,152837.4,154204.2,155057.1,161916.5,157016.7,155477.0,153254.1,156019.3,155440.1,155867.7,157933.1,160582.1,163381.2,164169.8,166803.6,167219.1,168544.8,169203.6,171357.6,173000.4,171345.9,175512.4,173553.2,174098.6,175331.5,174678.7,176503.8,179454.0,181869.1,184004.2,185344.3,187154.1,188934.3,188745.1,189554.1,190430.8,191028.9,192244.9,195073.7,196116.8,197431.0,200511.2,203755.1,205432.6,207198.6,209433.8,212373.8,214249.4,216065.4
"01000","Alabama","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",4777058,4782744,4787867,4792016,4794588,4797098,4801502,4806340,4810096,4813502,4818371,4823154,4825627,4828452,4832548,4836537,4838823,4841012,4844753,4848531,4850046,4851811,4855287,4858995,4860966,4863176,4866767,4870326,4872134,4873728,4877330,4881108,4883455,4886084,4890145,4893977,4896127,4898502,4902391
"01000","Alabama","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",33061,33575,34124,34259,34790,34858,35103,35204,35625,35941,35561,36390,35965,36057,36281,36116,36477,37070,37539,37951,38215,38574,38913,38844,38995,39158,39252,39473,40039,40240,40479,41079,41724,42044,42371,42794,43376,43738,44073
"02000","Alaska *","1","Personal income (millions of dollars, seasonally adjusted)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",343.4,373.8,408.5,439.8,470.5,516.0,542.3,620.9,559.0,647.3,626.5,628.1,639.5,657.1,653.2,648.6,653.7,621.8,615.3,626.3,622.6,639.5,646.8,653.9,660.9,671.4,683.8,691.2,667.3,683.3,681.2,645.5,660.7,653.9,674.8,699.4,712.6,704.1,679.9,704.6,753.4,807.5,820.3,844.1,815.4,790.3,791.7,788.5,804.1,810.8,848.6,860.4,874.3,892.8,910.7,925.0,962.6,993.9,1024.8,1053.0,1060.1,1081.5,1105.1,1107.1,1117.4,1137.3,1170.4,1209.6,1222.3,1248.9,1277.8,1305.6,1326.3,1354.9,1377.5,1401.7,1491.1,1558.8,1593.2,1658.2,1759.0,1773.6,1811.1,1852.1,1891.9,1954.0,2018.2,2072.4,2077.6,2091.0,2182.4,2316.1,2400.4,2458.7,2553.3,2618.2,2650.5,2898.9,3137.4,3483.8,3777.2,4010.9,4264.3,4574.8,4603.6,4943.3,5050.0,4976.3,5319.7,5201.6,4868.1,4938.1,5206.7,5221.9,5214.2,5300.8,5406.1,5446.5,5604.5,5730.1,5960.9,6148.7,6315.3,6715.3,6733.7,6950.0,7303.2,7622.3,8084.2,8638.8,9012.1,9198.3,9331.6,9388.3,9560.2,9773.8,10004.8,10072.5,10129.5,10275.6,10851.1,10899.1,11036.9,11076.1,11153.2,11103.9,11042.5,10962.7,10636.8,10573.5,10568.2,10694.1,10814.3,10943.7,11135.0,11377.3,11565.3,12083.1,12496.6,12297.0,12486.5,12776.9,12962.3,13147.6,13205.9,13236.9,13473.1,13704.4,14078.5,14174.5,14379.9,14449.8,14883.9,14913.2,15019.9,15212.2,15347.0,15423.5,15569.6,15712.4,15856.1,15882.8,15991.1,16093.4,16167.5,16296.4,16500.9,16647.2,16892.9,17254.0,17378.5,17581.1,17949.4,17998.4,18113.9,18396.2,18402.9,18551.6,18608.3,19139.9,19691.2,19973.3,20255.8,20394.3,20772.9,21288.3,21305.4,21595.0,21873.4,22054.5,22312.8,22745.4,22725.3,23128.4,23415.3,23689.6,23857.8,24100.2,24459.0,24936.4,25213.7,25650.7,26185.6,26777.6,27236.7,27647.9,27768.7,28253.3,29318.4,29868.5,29949.1,30219.4,32026.5,33079.0,32965.7,33229.1,32306.1,32919.4,33001.8,33358.5,34492.2,35060.8,35608.4,36013.9,36831.4,37576.7,38148.9,38754.3,38870.3,39201.0,39041.1,39564.6,38590.5,38606.2,39036.5,39204.7,40396.9,40986.3,41322.9,41735.5,42340.9,42507.7,42513.1,42517.9,41488.7,41472.4,41511.4,41672.3,41670.2,41753.5,42122.6,42514.8,43220.0,43482.1,44155.2,44415.6,44899.9,45376.8,45639.7
"02000","Alaska *","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",708450,712083,715011,717120,719069,721000,723151,725305,727338,729348,731348,733152,734673,736202,736986,736935,736677,736388,736581,737026,737189,737396,738107,739181,740055,740987,741373,741063,740537,739980,739554,739038,738340,737681,737260,736815,736096,735400,734952
